category,amt,gender,lat,long,Pop,AgeGroup,Time,merch_lat,merch_long,is_fraud
2,3,2,46,-123,3,2,1,46,-123,1
4,1,1,41,-76,1,2,2,41,-76,1
1,3,2,46,-123,3,2,1,45,-122,1
5,1,1,41,-76,1,2,1,40,-76,1
7,3,2,46,-123,3,2,1,45,-122,1
8,3,1,41,-76,1,2,1,41,-77,1
8,3,2,46,-123,3,2,1,45,-122,1
7,3,1,41,-76,1,2,1,40,-75,1
2,3,1,41,-76,1,2,1,40,-75,1
2,3,1,41,-76,1,2,1,40,-76,1
7,3,1,41,-76,1,2,1,40,-77,1
14,1,1,41,-76,1,2,1,40,-77,1
5,1,1,41,-76,1,2,1,40,-77,1
6,1,1,44,-90,1,3,1,43,-89,1
7,3,1,44,-90,1,3,1,43,-89,1
1,3,1,44,-90,1,3,1,44,-90,1
1,3,1,44,-90,1,3,1,43,-89,1
2,3,1,33,-96,1,2,1,33,-96,1
2,3,1,44,-90,1,3,1,44,-90,1
9,2,1,33,-96,1,2,3,33,-96,1
7,3,1,44,-90,1,3,1,44,-90,1
7,3,1,44,-90,1,3,1,43,-90,1
9,2,1,33,-96,1,2,1,33,-97,1
7,3,1,44,-90,1,3,1,44,-90,1
13,3,1,33,-96,1,2,1,33,-97,1
12,1,1,33,-96,1,2,1,34,-96,1
1,3,1,44,-90,1,3,1,43,-89,1
2,3,1,44,-90,1,3,1,45,-89,1
1,3,1,44,-90,1,3,1,44,-89,1
2,3,1,44,-90,1,3,1,44,-89,1
2,3,2,37,-88,1,2,1,36,-87,1
2,3,1,33,-96,1,2,2,33,-97,1
11,1,2,41,-86,1,3,1,40,-86,1
3,3,1,33,-96,1,2,1,33,-97,1
7,3,2,37,-88,1,2,1,37,-87,1
8,3,2,37,-88,1,2,1,37,-87,1
8,3,2,37,-88,1,2,1,36,-87,1
2,3,2,37,-88,1,2,1,38,-89,1
4,1,2,41,-86,1,3,1,40,-86,1
2,3,2,37,-88,1,2,1,38,-88,1
2,3,2,41,-86,1,3,1,40,-86,1
2,3,2,41,-86,1,3,2,41,-87,1
1,3,2,37,-88,1,2,1,37,-89,1
1,3,2,37,-88,1,2,1,36,-87,1
7,3,2,37,-88,1,2,1,38,-88,1
2,3,2,41,-86,1,3,1,41,-85,1
7,3,2,37,-88,1,2,1,38,-88,1
4,1,2,41,-91,1,1,1,42,-90,1
4,1,2,39,-77,3,3,1,40,-76,1
2,3,2,41,-91,1,1,1,41,-92,1
2,3,2,41,-91,1,1,2,41,-91,1
14,1,1,34,-118,2,2,3,34,-119,1
7,3,2,39,-77,3,3,1,39,-77,1
11,1,1,34,-118,2,2,1,34,-119,1
2,3,2,41,-91,1,1,1,42,-90,1
1,3,2,41,-91,1,1,1,40,-91,1
7,3,2,39,-77,3,3,1,38,-77,1
8,3,2,39,-77,3,3,1,38,-77,1
7,3,1,34,-118,2,2,1,34,-118,1
2,3,2,39,-77,3,3,1,38,-78,1
2,3,1,34,-118,2,2,1,35,-119,1
2,3,2,41,-91,1,1,1,42,-92,1
2,3,2,41,-91,1,1,1,41,-91,1
4,1,2,39,-77,3,3,1,39,-78,1
1,3,2,41,-91,1,1,3,41,-90,1
8,3,1,34,-118,2,2,1,33,-118,1
1,3,2,39,-77,3,3,1,39,-76,1
7,3,1,34,-118,2,2,1,33,-118,1
1,3,1,34,-118,2,2,1,34,-119,1
7,3,1,34,-118,2,2,1,35,-118,1
1,3,1,34,-118,2,2,1,34,-118,1
2,3,2,39,-87,1,1,1,39,-87,1
7,3,2,39,-87,1,1,1,39,-87,1
7,3,2,39,-87,1,1,1,39,-86,1
1,3,2,39,-87,1,1,1,38,-87,1
7,3,2,39,-87,1,1,1,40,-88,1
7,3,1,48,-97,1,1,1,48,-97,1
7,3,1,48,-97,1,1,1,48,-97,1
8,3,1,48,-97,1,1,1,49,-96,1
8,3,1,48,-97,1,1,1,47,-97,1
2,3,1,48,-97,1,1,1,48,-97,1
8,3,1,48,-97,1,1,1,48,-98,1
2,3,1,48,-97,1,1,1,47,-97,1
3,3,1,48,-97,1,1,1,48,-98,1
2,3,2,39,-87,1,1,1,39,-87,1
7,3,2,39,-87,1,1,1,40,-87,1
12,1,1,48,-97,1,1,1,47,-98,1
13,3,1,48,-97,1,1,1,48,-97,1
14,1,1,48,-97,1,1,1,47,-97,1
9,2,1,48,-97,1,1,1,47,-98,1
1,3,2,39,-87,1,1,1,40,-88,1
8,3,2,39,-87,1,1,1,38,-87,1
2,3,1,37,-86,1,1,1,37,-86,1
2,3,1,48,-97,1,1,1,47,-96,1
1,3,1,37,-86,1,1,1,38,-85,1
1,3,1,37,-86,1,1,1,38,-86,1
6,1,2,39,-77,1,3,1,40,-77,1
3,3,1,31,-87,1,1,1,31,-88,1
5,3,1,48,-97,1,1,1,47,-97,1
2,3,2,39,-77,1,3,1,39,-78,1
1,3,1,48,-97,1,1,1,48,-96,1
2,3,1,37,-86,1,1,1,36,-86,1
7,3,1,31,-87,1,1,1,31,-86,1
7,3,1,31,-87,1,1,1,31,-87,1
2,3,1,37,-86,1,1,1,38,-87,1
2,3,1,48,-97,1,1,1,47,-96,1
6,1,2,39,-77,1,3,1,39,-76,1
2,3,1,37,-86,1,1,2,38,-86,1
2,3,1,31,-87,1,1,2,31,-87,1
8,3,1,37,-86,1,1,3,36,-86,1
7,3,2,41,-72,1,2,3,41,-72,1
8,3,2,39,-77,1,3,1,40,-77,1
7,3,2,39,-77,1,3,1,39,-77,1
5,1,1,37,-86,1,1,1,38,-86,1
13,3,1,31,-87,1,1,1,30,-87,1
14,1,1,31,-87,1,1,1,32,-86,1
5,1,1,37,-86,1,1,1,36,-87,1
13,3,1,31,-87,1,1,1,30,-87,1
12,1,1,31,-87,1,1,1,30,-86,1
10,1,2,39,-77,1,3,1,39,-76,1
5,1,1,31,-87,1,1,1,31,-88,1
6,1,1,31,-87,1,1,1,32,-87,1
3,3,1,31,-87,1,1,1,31,-88,1
2,3,1,31,-87,1,1,1,32,-87,1
4,1,1,37,-86,1,1,1,38,-86,1
2,3,1,37,-86,1,1,1,37,-86,1
5,1,1,31,-87,1,1,1,31,-87,1
5,1,1,31,-87,1,1,1,31,-87,1
1,3,1,37,-86,1,1,1,37,-87,1
2,3,1,31,-88,1,3,1,31,-89,1
2,3,1,31,-87,1,1,1,30,-86,1
1,3,1,31,-88,1,3,3,31,-88,1
1,3,2,41,-72,1,2,1,42,-72,1
2,3,2,41,-72,1,2,1,41,-73,1
7,3,2,41,-72,1,2,1,41,-73,1
7,3,2,39,-77,1,3,1,39,-76,1
1,3,1,31,-88,1,3,1,31,-88,1
12,1,1,31,-87,1,1,1,30,-88,1
7,3,1,37,-86,1,1,1,37,-87,1
9,2,1,37,-86,1,1,1,38,-87,1
4,1,2,30,-88,1,3,1,30,-88,1
2,3,1,31,-88,1,3,1,31,-88,1
2,3,2,30,-88,1,3,2,31,-88,1
2,3,1,31,-88,1,3,2,31,-87,1
7,3,2,30,-88,1,3,1,31,-89,1
7,3,1,31,-88,1,3,1,32,-87,1
1,3,2,30,-88,1,3,1,31,-89,1
8,3,1,31,-88,1,3,1,30,-87,1
1,3,2,28,-82,1,1,1,28,-81,1
2,3,1,33,-96,1,2,1,34,-96,1
1,3,2,28,-82,1,1,1,27,-82,1
7,3,1,33,-96,1,2,1,34,-97,1
9,2,1,33,-96,1,2,1,34,-97,1
2,3,2,30,-88,1,3,1,31,-88,1
1,3,2,28,-82,1,1,1,27,-81,1
5,1,1,33,-96,1,2,1,33,-96,1
3,3,1,33,-96,1,2,2,33,-95,1
9,2,1,33,-96,1,2,3,34,-97,1
8,3,2,30,-88,1,3,1,30,-89,1
7,3,2,28,-82,1,1,1,27,-82,1
7,3,2,30,-88,1,3,1,30,-89,1
10,1,1,41,-74,1,2,1,42,-75,1
10,1,1,33,-96,1,2,1,33,-97,1
7,3,1,41,-74,1,2,1,40,-75,1
2,3,2,30,-88,1,3,1,31,-89,1
5,3,1,41,-101,1,2,1,41,-100,1
4,1,1,41,-74,1,2,1,40,-75,1
2,3,2,28,-82,1,1,1,27,-82,1
8,3,1,33,-96,1,2,1,34,-96,1
4,1,1,33,-96,1,2,1,34,-96,1
4,1,1,47,-97,1,2,1,48,-97,1
9,2,1,33,-96,1,2,1,34,-96,1
4,1,1,47,-97,1,2,1,47,-96,1
2,3,1,33,-96,1,2,1,34,-97,1
1,3,2,28,-82,1,1,1,28,-83,1
5,3,1,47,-97,1,2,1,46,-96,1
2,3,2,28,-82,1,1,1,27,-82,1
1,3,2,28,-82,1,1,1,27,-83,1
6,1,1,41,-74,1,2,1,42,-74,1
8,3,1,33,-96,1,2,1,34,-96,1
1,3,1,47,-97,1,2,1,48,-97,1
4,1,1,41,-74,1,2,2,41,-75,1
6,1,1,41,-74,1,2,2,40,-75,1
9,2,1,33,-96,1,2,2,33,-96,1
10,1,1,41,-74,1,2,3,41,-74,1
12,1,1,47,-97,1,2,3,47,-98,1
14,1,2,28,-82,1,1,3,28,-81,1
12,1,2,28,-82,1,1,1,27,-83,1
12,1,1,47,-97,1,2,1,48,-97,1
10,1,1,47,-97,1,2,1,47,-98,1
7,3,1,41,-74,1,2,1,40,-75,1
8,3,1,41,-101,1,2,1,42,-101,1
5,1,2,28,-82,1,1,1,27,-81,1
12,1,1,33,-96,1,2,1,34,-95,1
5,1,2,28,-82,1,1,1,28,-81,1
7,3,1,41,-74,1,2,1,42,-75,1
3,3,1,47,-97,1,2,1,46,-97,1
8,3,1,41,-101,1,2,1,42,-101,1
9,2,1,41,-101,1,2,1,42,-100,1
12,1,1,41,-101,1,2,1,40,-101,1
14,1,1,41,-101,1,2,1,40,-102,1
2,3,1,41,-74,1,2,1,40,-75,1
13,3,1,33,-96,1,2,1,34,-96,1
4,1,2,35,-86,1,2,1,34,-87,1
4,1,1,42,-94,3,3,1,42,-93,1
7,3,1,41,-101,1,2,1,40,-101,1
6,1,1,47,-97,1,2,1,47,-96,1
7,3,1,41,-101,1,2,1,42,-102,1
2,3,1,41,-101,1,2,1,42,-102,1
8,3,1,41,-101,1,2,1,42,-102,1
4,1,2,35,-86,1,2,1,35,-85,1
8,3,1,47,-97,1,2,1,47,-97,1
1,3,2,35,-86,1,2,1,34,-85,1
1,3,2,35,-86,1,2,1,34,-87,1
1,3,1,47,-97,1,2,1,47,-96,1
2,3,1,47,-97,1,2,1,47,-97,1
2,3,1,47,-97,1,2,1,46,-97,1
2,3,2,35,-86,1,2,2,34,-86,1
12,1,1,41,-101,1,2,1,41,-102,1
11,1,1,42,-94,3,3,1,42,-94,1
10,1,1,42,-94,3,3,1,42,-93,1
8,3,1,42,-94,3,3,1,42,-94,1
7,3,1,42,-94,3,3,1,41,-94,1
2,3,1,42,-94,3,3,1,42,-94,1
3,3,1,42,-94,3,3,1,41,-94,1
11,1,1,41,-101,1,2,1,41,-102,1
12,1,1,47,-97,1,2,1,47,-97,1
3,3,1,41,-101,1,2,1,42,-100,1
14,1,1,41,-101,1,2,1,42,-102,1
12,1,1,41,-101,1,2,1,42,-101,1
4,1,2,35,-86,1,2,1,34,-86,1
4,1,2,35,-86,1,2,1,34,-87,1
2,3,1,42,-94,3,3,1,41,-94,1
2,3,1,42,-94,3,3,1,41,-94,1
2,3,2,35,-86,1,2,1,35,-85,1
10,1,2,35,-86,1,2,1,35,-86,1
12,1,2,35,-86,1,2,1,36,-85,1
7,3,1,42,-94,3,3,1,41,-94,1
8,3,1,42,-94,3,3,1,42,-94,1
2,3,1,42,-94,3,3,1,42,-94,1
7,3,1,31,-97,1,2,1,30,-98,1
8,3,1,31,-97,1,2,1,31,-97,1
4,1,1,31,-97,1,2,1,31,-98,1
1,3,1,31,-97,1,2,2,31,-97,1
13,3,1,31,-97,1,2,3,30,-98,1
14,1,1,31,-97,1,2,1,31,-96,1
10,1,1,31,-97,1,2,1,31,-97,1
9,1,1,31,-97,1,2,1,31,-97,1
10,1,1,31,-97,1,2,1,30,-98,1
1,3,1,38,-91,1,1,1,38,-92,1
2,3,1,38,-91,1,1,1,38,-92,1
2,3,1,38,-91,1,1,1,38,-91,1
1,3,2,45,-86,1,2,1,45,-85,1
8,3,1,31,-97,1,2,1,30,-97,1
2,3,1,38,-91,1,1,1,38,-91,1
2,3,1,38,-91,1,1,1,37,-92,1
5,3,1,31,-97,1,2,2,31,-98,1
8,3,2,39,-85,1,2,3,38,-86,1
7,3,1,38,-91,1,1,1,39,-91,1
7,3,2,39,-85,1,2,1,40,-85,1
11,1,2,39,-85,1,2,1,39,-85,1
8,3,2,45,-86,1,2,1,46,-85,1
8,3,2,45,-86,1,2,1,45,-86,1
7,3,2,39,-85,1,2,1,39,-86,1
7,3,1,38,-91,1,1,1,38,-92,1
7,3,2,45,-86,1,2,1,45,-85,1
8,3,1,31,-97,1,2,1,31,-98,1
1,3,2,39,-85,1,2,1,39,-85,1
7,3,1,38,-91,1,1,1,39,-92,1
8,3,2,45,-86,1,2,1,46,-87,1
8,3,1,38,-91,1,1,1,37,-92,1
2,3,1,38,-91,1,1,1,38,-92,1
4,1,1,47,-101,1,3,1,47,-101,1
2,3,2,45,-86,1,2,1,45,-87,1
2,3,1,38,-91,1,1,1,38,-92,1
2,3,1,47,-101,1,3,1,48,-101,1
7,3,1,35,-99,1,2,1,35,-99,1
2,3,1,47,-101,1,3,1,47,-100,1
2,3,1,38,-91,1,1,1,38,-92,1
2,3,1,47,-101,1,3,1,48,-102,1
7,3,2,45,-86,1,2,1,46,-86,1
7,3,1,38,-91,1,1,1,38,-92,1
14,1,2,45,-86,1,2,1,46,-86,1
1,3,2,39,-85,1,2,1,39,-84,1
7,3,1,47,-101,1,3,1,47,-101,1
8,3,2,45,-86,1,2,1,45,-87,1
1,3,1,47,-101,1,3,1,48,-102,1
7,3,2,39,-85,1,2,1,38,-84,1
7,3,1,43,-105,1,2,1,42,-104,1
8,3,1,31,-83,2,2,1,30,-83,1
8,3,1,35,-99,1,2,1,35,-100,1
7,3,1,35,-99,1,2,1,34,-98,1
2,3,1,47,-101,1,3,1,46,-100,1
8,3,1,47,-101,1,3,3,48,-101,1
3,3,1,35,-99,1,2,3,34,-98,1
14,1,1,43,-105,1,2,1,43,-105,1
13,3,1,35,-99,1,2,1,34,-99,1
14,1,1,35,-99,1,2,1,35,-98,1
8,3,1,35,-99,1,2,1,34,-98,1
14,1,1,35,-99,1,2,1,36,-100,1
10,1,1,43,-105,1,2,1,43,-104,1
2,3,1,47,-101,1,3,1,47,-101,1
8,3,1,47,-101,1,3,1,47,-100,1
10,1,1,43,-105,1,2,1,42,-105,1
1,3,1,47,-101,1,3,1,48,-101,1
7,3,1,43,-105,1,2,1,42,-104,1
8,3,1,43,-105,1,2,1,42,-105,1
14,1,1,31,-83,2,2,3,30,-83,1
13,3,1,31,-83,2,2,1,31,-83,1
10,1,1,43,-105,1,2,1,43,-105,1
8,3,1,42,-97,1,2,1,42,-96,1
10,1,1,42,-97,1,2,1,41,-97,1
11,1,1,42,-97,1,2,1,41,-96,1
2,3,1,42,-97,1,2,1,42,-97,1
7,3,1,42,-97,1,2,1,42,-96,1
7,3,1,42,-97,1,2,1,41,-96,1
4,1,1,42,-97,1,2,1,41,-97,1
13,3,1,42,-97,1,2,3,41,-97,1
2,3,1,34,-82,1,2,1,34,-83,1
8,3,1,34,-82,1,2,1,35,-83,1
13,3,1,34,-82,1,2,1,33,-83,1
3,3,1,34,-82,1,2,1,35,-81,1
14,1,1,34,-82,1,2,1,34,-83,1
2,3,1,34,-82,1,2,1,34,-82,1
7,3,1,34,-82,1,2,1,35,-82,1
5,3,1,34,-82,1,2,1,35,-82,1
3,3,1,34,-82,1,2,3,33,-83,1
11,1,1,34,-82,1,2,3,33,-81,1
8,3,1,34,-82,1,2,3,33,-83,1
12,1,1,34,-82,1,2,1,33,-82,1
3,3,1,34,-82,1,2,1,35,-82,1
14,1,1,34,-82,1,2,1,34,-83,1
8,3,1,34,-82,1,2,1,34,-82,1
14,1,1,34,-82,1,2,1,34,-82,1
8,3,2,40,-81,1,3,1,39,-81,1
7,3,2,40,-81,1,3,1,40,-82,1
2,3,2,42,-74,1,2,1,42,-74,1
2,3,1,42,-73,1,2,1,42,-74,1
7,3,1,42,-73,1,2,1,41,-73,1
2,3,1,42,-73,1,2,1,41,-72,1
2,3,1,42,-73,1,2,2,41,-73,1
5,1,2,40,-81,1,3,3,41,-80,1
12,1,1,42,-73,1,2,3,42,-74,1
1,3,2,42,-74,1,2,3,42,-75,1
12,1,1,42,-73,1,2,3,42,-72,1
7,3,2,42,-74,1,2,1,42,-74,1
8,3,2,42,-74,1,2,1,43,-74,1
9,2,1,42,-73,1,2,1,41,-73,1
1,3,2,42,-74,1,2,1,42,-74,1
7,3,2,42,-74,1,2,1,41,-74,1
7,3,2,42,-74,1,2,1,41,-73,1
10,1,2,40,-81,1,3,1,41,-82,1
14,1,1,42,-73,1,2,1,41,-73,1
13,3,1,42,-73,1,2,1,42,-73,1
2,3,1,42,-73,1,2,1,42,-73,1
5,3,1,42,-73,1,2,1,41,-73,1
4,1,2,42,-74,1,2,1,41,-73,1
7,3,1,42,-73,1,2,2,41,-72,1
2,3,2,42,-74,1,2,2,43,-75,1
13,3,1,42,-73,1,2,3,42,-74,1
2,3,2,42,-74,1,2,1,41,-74,1
7,3,2,42,-74,1,2,1,42,-74,1
7,3,2,42,-74,1,2,1,42,-74,1
12,1,1,42,-73,1,2,1,42,-72,1
3,3,2,42,-74,1,2,1,42,-74,1
14,1,1,42,-73,1,2,1,41,-73,1
4,1,2,41,-79,1,1,1,41,-80,1
2,3,2,40,-92,1,2,1,41,-92,1
2,3,2,40,-92,1,2,1,41,-93,1
1,3,2,40,-92,1,2,1,41,-92,1
1,3,2,40,-92,1,2,1,41,-92,1
2,3,2,40,-92,1,2,1,41,-92,1
1,3,2,40,-92,1,2,1,41,-91,1
9,2,1,34,-97,2,2,1,35,-97,1
2,3,2,41,-79,1,1,1,40,-79,1
7,3,1,34,-97,2,2,2,34,-96,1
1,3,2,40,-92,1,2,3,41,-92,1
7,3,2,41,-79,1,1,1,40,-80,1
7,3,2,41,-79,1,1,1,41,-80,1
8,3,2,40,-92,1,2,1,40,-93,1
7,3,2,41,-79,1,1,1,40,-79,1
3,3,2,41,-79,1,1,1,41,-79,1
1,3,2,41,-79,1,1,1,41,-79,1
8,3,2,40,-92,1,2,1,40,-92,1
13,3,2,40,-92,1,2,1,41,-92,1
7,3,2,41,-79,1,1,1,40,-79,1
7,3,2,40,-92,1,2,1,41,-92,1
2,3,1,40,-80,1,3,1,40,-81,1
2,3,1,32,-104,1,3,1,33,-104,1
4,1,1,32,-104,1,3,1,32,-104,1
2,3,2,36,-79,1,3,1,37,-79,1
2,3,1,40,-80,1,3,1,41,-79,1
4,1,1,32,-104,1,3,1,32,-105,1
1,3,1,32,-104,1,3,3,32,-105,1
1,3,2,36,-79,1,3,1,37,-79,1
7,3,1,32,-104,1,3,1,32,-103,1
8,3,1,40,-80,1,3,1,40,-79,1
3,3,1,32,-104,1,3,1,33,-105,1
1,3,1,40,-80,1,3,1,41,-80,1
12,1,1,40,-80,1,3,1,39,-81,1
7,3,2,36,-79,1,3,1,36,-80,1
8,3,2,36,-79,1,3,1,36,-80,1
14,1,1,40,-80,1,3,1,40,-79,1
10,1,1,32,-104,1,3,1,32,-104,1
2,3,1,40,-80,1,3,1,41,-79,1
6,1,1,40,-80,1,3,1,39,-79,1
7,3,1,40,-80,1,2,1,39,-81,1
2,3,1,40,-80,1,2,1,40,-80,1
2,3,1,40,-80,1,3,1,40,-81,1
1,3,1,40,-80,1,2,1,40,-80,1
2,3,1,41,-89,1,3,1,40,-90,1
2,3,1,41,-89,1,3,1,41,-90,1
5,3,1,40,-80,1,2,1,39,-79,1
2,3,2,36,-79,1,3,1,37,-79,1
5,3,1,40,-80,1,2,1,40,-81,1
7,3,1,32,-104,1,3,3,32,-105,1
7,3,1,40,-80,1,3,3,41,-80,1
11,1,1,41,-89,1,3,1,40,-89,1
10,1,2,36,-79,1,3,1,37,-79,1
8,3,1,41,-89,1,3,1,41,-89,1
1,3,1,41,-89,1,3,1,41,-89,1
7,3,1,32,-104,1,3,1,32,-104,1
2,3,1,41,-89,1,3,1,41,-90,1
1,3,1,32,-104,1,3,1,32,-104,1
9,2,1,40,-80,1,2,1,40,-80,1
3,3,1,40,-80,1,2,1,41,-79,1
9,2,1,40,-80,1,2,1,40,-80,1
2,3,1,40,-80,1,3,1,41,-80,1
3,3,2,36,-79,1,3,1,37,-79,1
7,3,1,32,-104,1,3,1,33,-104,1
1,3,1,41,-89,1,3,1,41,-89,1
2,3,2,45,-123,2,2,1,45,-122,1
2,3,1,41,-89,1,3,1,41,-89,1
8,3,1,40,-80,1,2,1,41,-81,1
7,3,1,40,-80,1,2,1,39,-79,1
2,3,1,44,-89,1,3,2,45,-90,1
5,3,1,40,-80,1,2,2,40,-80,1
2,3,2,45,-123,2,2,2,45,-123,1
1,3,1,44,-89,1,3,3,44,-90,1
7,3,1,44,-89,1,3,3,45,-90,1
8,3,1,41,-89,1,3,1,41,-90,1
8,3,1,44,-89,1,3,1,45,-90,1
1,3,1,41,-89,1,3,1,41,-89,1
3,3,1,40,-80,1,2,1,39,-79,1
14,1,1,40,-80,1,2,1,39,-80,1
7,3,2,45,-123,2,2,1,45,-123,1
4,1,2,45,-123,2,2,1,45,-123,1
2,3,1,39,-77,2,3,1,40,-77,1
2,3,2,45,-123,2,2,1,45,-122,1
4,1,1,39,-77,2,3,1,39,-77,1
2,3,1,44,-89,1,3,1,45,-89,1
2,3,1,44,-89,1,3,1,44,-90,1
2,3,2,45,-123,2,2,2,46,-123,1
7,3,2,45,-123,2,2,3,45,-122,1
2,3,1,39,-77,2,3,1,39,-76,1
7,3,1,44,-89,1,3,1,43,-88,1
1,3,2,45,-123,2,2,1,46,-123,1
10,1,1,37,-79,1,2,1,37,-78,1
1,3,2,45,-123,2,2,1,45,-122,1
8,3,1,39,-77,2,3,1,40,-76,1
8,3,1,44,-89,1,3,1,45,-90,1
13,3,1,37,-79,1,2,1,37,-79,1
9,2,1,37,-79,1,2,1,37,-78,1
1,3,1,39,-77,2,3,1,40,-76,1
7,3,1,44,-89,1,3,1,45,-89,1
2,3,1,39,-77,2,3,1,39,-77,1
8,3,1,37,-79,1,2,1,37,-79,1
8,3,1,37,-79,1,2,1,38,-79,1
2,3,1,39,-77,2,3,2,39,-77,1
7,3,1,39,-77,2,3,3,38,-77,1
11,1,1,39,-77,2,3,3,39,-77,1
14,1,1,37,-79,1,2,1,37,-79,1
10,1,1,37,-79,1,2,1,36,-78,1
7,3,1,39,-77,2,3,1,40,-76,1
8,3,1,39,-77,2,3,1,38,-76,1
1,3,1,39,-77,2,3,1,39,-76,1
2,3,2,45,-94,1,2,1,44,-94,1
2,3,2,45,-94,1,2,1,46,-94,1
8,3,2,45,-94,1,2,3,45,-95,1
7,3,2,45,-94,1,2,1,45,-94,1
10,1,2,45,-94,1,2,1,45,-93,1
7,3,2,45,-94,1,2,1,45,-93,1
2,3,2,45,-94,1,2,1,45,-93,1
1,3,2,45,-94,1,2,1,46,-93,1
7,3,2,45,-94,1,2,1,44,-93,1
14,1,2,45,-94,1,2,1,45,-93,1
1,3,2,33,-87,2,1,1,33,-87,1
1,3,2,33,-87,2,1,1,33,-87,1
2,3,2,39,-77,3,2,2,38,-77,1
4,1,2,39,-77,3,2,2,39,-77,1
2,3,2,39,-77,3,2,2,38,-78,1
1,3,2,39,-77,3,2,3,39,-76,1
7,3,2,39,-77,3,2,3,39,-77,1
7,3,2,39,-77,3,2,1,40,-77,1
1,3,2,39,-77,3,2,1,39,-77,1
7,3,2,39,-77,3,2,1,38,-77,1
7,3,2,33,-87,2,1,1,34,-88,1
7,3,2,33,-87,2,1,1,34,-86,1
7,3,2,39,-77,3,2,1,40,-78,1
2,3,2,33,-87,2,1,1,33,-88,1
2,3,1,32,-82,1,3,1,32,-83,1
2,3,2,33,-87,2,1,2,34,-87,1
3,3,2,39,-77,3,2,1,40,-78,1
7,3,2,33,-87,2,1,1,34,-88,1
1,3,2,39,-77,3,2,1,40,-77,1
8,3,2,33,-87,2,1,1,34,-88,1
1,3,2,39,-77,3,2,1,39,-77,1
1,3,1,32,-82,1,3,1,32,-81,1
2,3,1,32,-82,1,3,1,31,-82,1
1,3,1,32,-82,1,3,1,32,-82,1
7,3,1,32,-82,1,3,1,32,-82,1
7,3,1,32,-82,1,3,1,32,-82,1
13,3,1,32,-82,1,3,1,32,-83,1
7,3,1,32,-82,1,3,1,31,-83,1
1,3,1,33,-87,3,1,1,34,-88,1
6,1,2,31,-85,1,3,1,30,-85,1
4,1,1,38,-84,3,2,1,37,-85,1
2,3,1,33,-87,3,1,1,34,-87,1
6,1,1,33,-87,3,1,1,34,-87,1
4,1,2,31,-85,1,3,1,30,-85,1
2,3,1,38,-84,3,2,1,37,-84,1
2,3,2,31,-85,1,3,2,32,-84,1
9,2,1,30,-91,3,2,2,31,-91,1
8,3,1,38,-84,3,2,3,38,-84,1
8,3,1,38,-84,3,2,1,37,-85,1
1,3,1,38,-84,3,2,1,39,-85,1
7,3,1,33,-87,3,1,1,34,-86,1
7,3,2,31,-85,1,3,1,32,-85,1
7,3,1,33,-87,3,1,1,33,-87,1
8,3,1,38,-84,3,2,1,37,-84,1
1,3,1,38,-84,3,2,1,38,-85,1
2,3,2,31,-85,1,3,1,31,-85,1
7,3,1,38,-84,3,2,1,39,-84,1
7,3,1,42,-74,1,1,1,42,-74,1
2,3,2,31,-85,1,3,1,32,-84,1
3,3,1,30,-91,3,2,1,30,-92,1
2,3,2,31,-85,1,3,1,31,-84,1
2,3,1,38,-84,3,2,1,37,-85,1
2,3,1,33,-87,3,1,1,33,-87,1
1,3,1,33,-87,3,1,1,33,-86,1
13,3,1,42,-74,1,1,3,41,-75,1
11,1,1,42,-74,1,1,1,42,-74,1
2,3,2,31,-85,1,3,1,32,-84,1
10,1,1,30,-91,3,2,1,30,-90,1
9,2,1,30,-91,3,2,1,31,-92,1
10,1,1,30,-91,3,2,1,31,-91,1
7,3,2,31,-85,1,3,1,31,-85,1
7,3,1,33,-87,3,1,1,34,-88,1
7,3,1,33,-87,3,1,1,34,-86,1
12,1,1,42,-74,1,1,1,41,-75,1
7,3,1,33,-87,3,1,1,33,-87,1
7,3,1,38,-84,3,2,1,38,-84,1
7,3,1,33,-87,3,1,1,33,-87,1
3,3,1,42,-74,1,1,1,41,-73,1
8,3,1,38,-84,3,2,1,37,-85,1
1,3,2,31,-85,1,3,1,31,-85,1
3,3,1,44,-116,2,2,1,43,-116,1
7,3,1,42,-74,1,1,1,42,-74,1
1,3,1,42,-74,1,1,1,42,-73,1
7,3,1,42,-74,1,1,1,42,-73,1
4,1,1,42,-74,1,1,2,41,-74,1
1,3,1,42,-74,1,1,2,42,-75,1
13,3,1,42,-74,1,1,1,41,-75,1
9,2,1,42,-74,1,1,1,41,-74,1
10,1,1,44,-116,2,2,1,44,-117,1
3,3,1,42,-74,1,1,1,42,-74,1
10,1,1,42,-74,1,1,1,42,-74,1
11,1,1,42,-74,1,1,1,42,-74,1
2,3,2,35,-90,1,1,1,35,-89,1
1,3,1,44,-116,2,2,1,44,-117,1
4,1,2,42,-95,1,3,1,42,-95,1
2,3,1,44,-116,2,2,1,43,-116,1
7,3,1,44,-116,2,2,1,44,-116,1
2,3,2,42,-95,1,3,1,42,-95,1
7,3,2,42,-95,1,3,3,42,-95,1
3,3,2,35,-90,1,1,1,35,-89,1
1,3,2,42,-95,1,3,1,42,-94,1
13,3,2,42,-95,1,3,1,42,-95,1
1,3,2,42,-95,1,3,1,42,-95,1
7,3,2,42,-95,1,3,1,43,-94,1
7,3,2,42,-95,1,3,1,42,-95,1
